attraction_location,title,user_location,date_dataAccess,date_raw,year,month,day,lon_user_location,lat_user_location,City,Country
"Lalibela 1000, Ethiopia",Biet Giyorges rock hewn church,"Vancouver, Canada","December 22, 2017",2016-04-02,2016,4,2,-123.1207375,49.2827291,Vancouver,Canada
"Lalibela 1000, Ethiopia",One of the most amazing place of all Africa!lost yourself in it!,"Turin, Italy","December 22, 2017",2016-03-30,2016,3,30,7.686856499999999,45.070312,Torino,Italy
"Lalibela 1000, Ethiopia",Unforgettable!,"Turin, Italy","December 22, 2017",2016-03-30,2016,3,30,7.686856499999999,45.070312,Torino,Italy
"Lalibela 1000, Ethiopia",Unique,"Sankt Polten, Austria","December 22, 2017",2016-03-29,2016,3,29,15.63817,48.20353,Sankt Pölten,Austria
"Lalibela 1000, Ethiopia",Amazing - but 50 USD for the visit of the churches? It's too expensive!,"Berlin, Germany","December 22, 2017",2016-03-27,2016,3,27,13.404954,52.52000659999999,Berlin,Germany
"Lalibela 1000, Ethiopia",Amazing - but 50 USD for the visit of the churches? It's too expensive,"Berlin, Germany","December 22, 2017",2016-03-27,2016,3,27,13.404954,52.52000659999999,Berlin,Germany
"Lalibela 1000, Ethiopia","Churches Great, avoid the guides","Kilkenny, Ireland","December 22, 2017",2016-03-27,2016,3,27,-7.2447879,52.6541454,Kilkenny,Ireland
"Lalibela 1000, Ethiopia",Amazing! Don't miss it!,"Victoria, BC","December 22, 2017",2016-03-20,2016,3,20,-123.3656444,48.4284207,Victoria,Canada
"Lalibela 1000, Ethiopia",One of the great gifts of antiquity,Princeton,"December 22, 2017",2016-03-20,2016,3,20,-74.6672226,40.3572976,Princeton,United States
"Lalibela 1000, Ethiopia",The star attraction of Lalibela,"Valras-Plage, France","December 22, 2017",2016-03-18,2016,3,18,3.29233,43.248668,Valras-Plage,France
"Lalibela 1000, Ethiopia",Not to be missed!,"Valras-Plage, France","December 22, 2017",2016-03-18,2016,3,18,3.29233,43.248668,Valras-Plage,France
"Lalibela 1000, Ethiopia",Highlight of Ethiopia.,Rwanda,"December 22, 2017",2016-03-11,2016,3,11,29.873888,-1.940278,NA,Rwanda
"Lalibela 1000, Ethiopia",Amazing feat of engineering and architecture!!,"London, Ontario, Canada","December 22, 2017",2016-03-08,2016,3,8,-81.2452768,42.9849233,London,Canada
"Lalibela 1000, Ethiopia",One of the highlights of our month in Ethiopia,"Louth, United Kingdom","December 22, 2017",2016-03-08,2016,3,8,-0.007710999999999999,53.365962,Louth,United Kingdom
"Lalibela 1000, Ethiopia",One of Ethiopia's must-see attractions,"Morston, United Kingdom","December 22, 2017",2016-03-07,2016,3,7,0.9794438999999999,52.9613083,NA,United Kingdom
"Lalibela 1000, Ethiopia",Bucket list...,"New York City, New York","December 22, 2017",2016-03-07,2016,3,7,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",Must see,"Navan, Ireland","December 22, 2017",2016-03-02,2016,3,2,-6.6966605,53.647092,Navan,Ireland
"Lalibela 1000, Ethiopia",Unbelievable experience what stone work was possible with so little tools so far back in history,"Port Elizabeth, Eastern Cape, South Africa","December 22, 2017",2016-03-02,2016,3,2,25.5207358,-33.7139247,Port Elizabeth,South Africa
"Lalibela 1000, Ethiopia",A must see!,"Wheeling, Illinois","December 22, 2017",2016-03-01,2016,3,1,-87.9289591,42.1391927,Wheeling,United States
"Lalibela 1000, Ethiopia",Interesting,"Beersheba, Israel","December 22, 2017",2016-02-28,2016,2,28,34.791462,31.252973,Be'er Sheva,Israel
"Lalibela 1000, Ethiopia",Interesting visit!,"Seattle, Washington","December 22, 2017",2016-02-28,2016,2,28,-122.3320708,47.6062095,Seattle,United States
"Lalibela 1000, Ethiopia",Worth the Visit!,"Seattle, Washington","December 22, 2017",2016-02-28,2016,2,28,-122.3320708,47.6062095,Seattle,United States
"Lalibela 1000, Ethiopia","Out of the way, but a must see","Boston, Massachusetts","December 22, 2017",2016-02-27,2016,2,27,-71.0588801,42.3600825,Boston,United States
"Lalibela 1000, Ethiopia",A unique must see adventure,"Saskatchewan, Canada","December 22, 2017",2016-02-27,2016,2,27,-106.4508639,52.9399159,Leask,Canada
"Lalibela 1000, Ethiopia",Fantastic history and architecture - but the execution sucks,"Istanbul, Turkey","December 22, 2017",2016-02-23,2016,2,23,28.9783589,41.0082376,NA,Turkey
"Lalibela 1000, Ethiopia",Iconic Lalibela,"Cape Town Central, South Africa","December 22, 2017",2016-02-21,2016,2,21,18.380762,-33.9528277,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Ethiopia's 'must do' destination,"Cape Town Central, South Africa","December 22, 2017",2016-02-21,2016,2,21,18.380762,-33.9528277,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Be prepared for an archaeological world wonder,Helsinki,"December 22, 2017",2016-02-21,2016,2,21,24.9383791,60.16985569999999,Helsingfors,Finland
"Lalibela 1000, Ethiopia","St Georges festival, superb","Darlington, United Kingdom","December 22, 2017",2016-02-20,2016,2,20,-1.559458,54.52361,Darlington,United Kingdom
"Lalibela 1000, Ethiopia",Stunning Ethiopia Tours,"Tel Aviv, Israel","December 22, 2017",2016-02-18,2016,2,18,34.78176759999999,32.0852999,Tel Aviv-Yafo,Israel
"Lalibela 1000, Ethiopia",A must go,London,"December 22, 2017",2016-02-16,2016,2,16,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",nothing else like it,London,"December 22, 2017",2016-02-16,2016,2,16,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",10 of the 11 churches were open - well worth it!!,"Hong Kong, China","December 22, 2017",2016-02-15,2016,2,15,114.109497,22.396428,NA,Hong Kong
"Lalibela 1000, Ethiopia",what a view from above!,"Hong Kong, China","December 22, 2017",2016-02-15,2016,2,15,114.109497,22.396428,NA,Hong Kong
"Lalibela 1000, Ethiopia",The most interesting church I visited,"Lewes, Delaware","December 22, 2017",2016-02-14,2016,2,14,-75.13934979999999,38.7745565,Milton,United States
"Lalibela 1000, Ethiopia",Lalibela churches,"Dundalk, Ireland","December 22, 2017",2016-02-13,2016,2,13,-6.405957,53.9979451,Dundalk,Ireland
"Lalibela 1000, Ethiopia",Spectacular,"Dundalk, Ireland","December 22, 2017",2016-02-13,2016,2,13,-6.405957,53.9979451,Dundalk,Ireland
"Lalibela 1000, Ethiopia",thats why people visit Lalibela,"Berlin, Germany","December 22, 2017",2016-02-12,2016,2,12,13.404954,52.52000659999999,Berlin,Germany
"Lalibela 1000, Ethiopia",wonderful example of church,"Berlin, Germany","December 22, 2017",2016-02-12,2016,2,12,13.404954,52.52000659999999,Berlin,Germany
"Lalibela 1000, Ethiopia",Unique,"Pasadena, California","December 22, 2017",2016-02-11,2016,2,11,-118.1445155,34.1477849,Pasadena,United States
"Lalibela 1000, Ethiopia","Outstanding, but get a registered guide!","Victoria, Malta","December 22, 2017",2016-02-08,2016,2,8,14.2425011,36.0426891,Ir-Rabat Għawdex,Malta
"Lalibela 1000, Ethiopia",Most interesting churches.,"Lewes, Delaware","December 22, 2017",2016-02-05,2016,2,5,-75.13934979999999,38.7745565,Milton,United States
"Lalibela 1000, Ethiopia",During Timkat the place was too full of tourists,"Hannover, Germany","December 22, 2017",2016-02-05,2016,2,5,9.732010400000002,52.3758916,Hannover,Germany
"Lalibela 1000, Ethiopia",Lalibela's amazing churches,"Portland, Oregon, United States","December 22, 2017",2016-02-03,2016,2,3,-122.6764815,45.5230622,Portland,United States
"Lalibela 1000, Ethiopia",Extraordinary,"Addis Ababa, Ethiopia","December 22, 2017",2016-02-01,2016,2,1,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",amazing churches and very good guide arranged by Inside Ethiopia Tours for just one day,"Zurich, Switzerland","December 22, 2017",2016-02-01,2016,2,1,8.541694,47.3768866,Zürich,Switzerland
"Lalibela 1000, Ethiopia",Amazing!,"Atlanta, Georgia","December 22, 2017",2016-01-30,2016,1,30,-84.3879824,33.7489954,Atlanta,United States
"Lalibela 1000, Ethiopia",this churches is built in 12 century only in one rock.and bete medhanialem lalibela is the world largest pure monolitic,"Addis Ababa, Ethiopia","December 22, 2017",2016-01-29,2016,1,29,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",A Unesco World Heritage site,"Montreal, Canada","December 22, 2017",2016-01-26,2016,1,26,-73.567256,45.5016889,Montréal,Canada
"Lalibela 1000, Ethiopia",Keep this one for the end !,"Montreal, Canada","December 22, 2017",2016-01-26,2016,1,26,-73.567256,45.5016889,Montréal,Canada
"Lalibela 1000, Ethiopia",Fantastic place,"Portland, Oregon, United States","December 22, 2017",2016-01-25,2016,1,25,-122.6764815,45.5230622,Portland,United States
"Lalibela 1000, Ethiopia",An unforgettable trip,"Nairobi, Kenya","December 22, 2017",2016-01-23,2016,1,23,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",Great day out,"Essex, United Kingdom","December 22, 2017",2016-01-22,2016,1,22,0.4690888,51.7343313,Chelmsford,United Kingdom
"Lalibela 1000, Ethiopia",Amazing churchs,Bonn,"December 22, 2017",2016-01-17,2016,1,17,7.0982068,50.73743,Bonn,Germany
"Lalibela 1000, Ethiopia",very impressive but overpriced,"Vienna, Austria","December 22, 2017",2016-01-16,2016,1,16,16.3738189,48.2081743,Wien,Austria
"Lalibela 1000, Ethiopia",Lalibela is a must for fairly adventurous travellers. .,"Norwich, United Kingdom","December 22, 2017",2016-01-15,2016,1,15,1.297355,52.6308859,Norwich,United Kingdom
"Lalibela 1000, Ethiopia",A Christmas Day to remember,"Warwick, United Kingdom","December 22, 2017",2016-01-14,2016,1,14,-1.584927,52.28231599999999,Warwick,United Kingdom
"Lalibela 1000, Ethiopia",Great guide with indepth knowledge of the orthodox Ethiopian church,"Amsterdam, The Netherlands","December 22, 2017",2016-01-14,2016,1,14,4.895167900000001,52.3702157,Amsterdam,Netherlands
"Lalibela 1000, Ethiopia",The experience of a lifetime!,Switzerland,"December 22, 2017",2016-01-13,2016,1,13,8.227511999999999,46.818188,Sachseln,Switzerland
"Lalibela 1000, Ethiopia",fascinating but small and crowded,UK,"December 22, 2017",2016-01-13,2016,1,13,-3.435973,55.378051,NA,United Kingdom
"Lalibela 1000, Ethiopia","St Georges, the last build by King Lalibela","Norwich, United Kingdom","December 22, 2017",2016-01-13,2016,1,13,1.297355,52.6308859,Norwich,United Kingdom
"Lalibela 1000, Ethiopia",Amazing masterpiece!,"Eindhoven, The Netherlands","December 22, 2017",2016-01-12,2016,1,12,5.4697225,51.44164199999999,Eindhoven,Netherlands
"Lalibela 1000, Ethiopia","Expensive, but a must see","County Cork, Ireland","December 22, 2017",2016-01-11,2016,1,11,-8.7285446,51.994206,NA,Ireland
"Lalibela 1000, Ethiopia",Amazing,"Arusha, Tanzania","December 22, 2017",2016-01-10,2016,1,10,36.6829927,-3.3869254,Arusha,Tanzania
"Lalibela 1000, Ethiopia",Spectacular,"Arusha, Tanzania","December 22, 2017",2016-01-10,2016,1,10,36.6829927,-3.3869254,Arusha,Tanzania
"Lalibela 1000, Ethiopia",Fab!,"Johannesburg, South Africa","December 22, 2017",2016-01-04,2016,1,4,28.0473051,-26.2041028,Johannesburg,South Africa
"Lalibela 1000, Ethiopia","Skip the guides, ignore the touts and you'll have a great time","Helsinki, Finland","December 22, 2017",2016-01-04,2016,1,4,24.9383791,60.16985569999999,Helsingfors,Finland
"Lalibela 1000, Ethiopia","The nicest church in Lalibela, but honestly the clusters are more interesting","Helsinki, Finland","December 22, 2017",2016-01-04,2016,1,4,24.9383791,60.16985569999999,Helsingfors,Finland
"Lalibela 1000, Ethiopia","Historical, impressive, and WAY overpriced!","Los Angeles, California","December 22, 2017",2016-01-02,2016,1,2,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia","As for the Church of St. George, magnificent","Isle of Skye, United Kingdom","December 22, 2017",2016-01-01,2016,1,1,-6.226272499999999,57.5359261,NA,United Kingdom
"Lalibela 1000, Ethiopia",As stunning as all those documentaries suggest,"Isle of Skye, United Kingdom","December 22, 2017",2016-01-01,2016,1,1,-6.226272499999999,57.5359261,NA,United Kingdom
"Lalibela 1000, Ethiopia",A MUST see,"Seal Beach, California, United States","December 22, 2017",2015-12-31,2015,12,31,-118.1047682,33.7414085,Seal Beach,United States
"Lalibela 1000, Ethiopia",Extraordinary church,"Washington DC, District of Columbia","December 22, 2017",2015-12-30,2015,12,30,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",A must-see,"Landstuhl, Germany","December 22, 2017",2015-12-28,2015,12,28,7.570905199999999,49.41414640000001,Landstuhl,Germany
"Lalibela 1000, Ethiopia",RIDICULOUSLY overpriced at $50 US admission.,"Saint Louis, Missouri","December 22, 2017",2015-12-26,2015,12,26,-90.19940419999999,38.6270025,St. Louis,United States
"Lalibela 1000, Ethiopia",a guide with lots of knowledge,belgium,"December 22, 2017",2015-12-20,2015,12,20,4.469936,50.503887,Les Bons Villers,Belgium
"Lalibela 1000, Ethiopia",The highlight of our holiday,Briatol,"December 22, 2017",2015-12-19,2015,12,19,-2.58791,51.454513,Bristol,United Kingdom
"Lalibela 1000, Ethiopia",The best rock church,Briatol,"December 22, 2017",2015-12-19,2015,12,19,-2.58791,51.454513,Bristol,United Kingdom
"Lalibela 1000, Ethiopia",Why we come to Lalibela. Nothing short of spectacular,"Los Angeles, California","December 22, 2017",2015-12-15,2015,12,15,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia",very old churches,"Stockholm, Sweden","December 22, 2017",2015-12-13,2015,12,13,18.0685808,59.32932349999999,Stockholm,Sweden
"Lalibela 1000, Ethiopia",A church to be seen,"Stockholm, Sweden","December 22, 2017",2015-12-13,2015,12,13,18.0685808,59.32932349999999,Stockholm,Sweden
"Lalibela 1000, Ethiopia",Too expensive to fully appreciate,"Munich, Germany","December 22, 2017",2015-12-11,2015,12,11,11.5819805,48.1351253,München,Germany
"Lalibela 1000, Ethiopia",astonishing place ever my life,"Addis Ababa, Ethiopia","December 22, 2017",2015-12-08,2015,12,8,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Rock-hewn churches of Lalibela 2015,"Amsterdam, The Netherlands","December 22, 2017",2015-12-04,2015,12,4,4.895167900000001,52.3702157,Amsterdam,Netherlands
"Lalibela 1000, Ethiopia",Magnificant,Netherlands,"December 22, 2017",2015-12-03,2015,12,3,5.291265999999999,52.132633,Soest,Netherlands
"Lalibela 1000, Ethiopia",Incredible! You have to go!,"Brussels, Belgium","December 22, 2017",2015-12-02,2015,12,2,4.3517211,50.8503463,Brussel,Belgium
"Lalibela 1000, Ethiopia",Wow,"Brussels, Belgium","December 22, 2017",2015-12-02,2015,12,2,4.3517211,50.8503463,Brussel,Belgium
"Lalibela 1000, Ethiopia",Astonishing!,"London, United Kingdom","December 22, 2017",2015-11-30,2015,11,30,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Wonderful amazing sights,Connecticut,"December 22, 2017",2015-11-28,2015,11,28,-73.087749,41.6032207,Watertown,United States
"Lalibela 1000, Ethiopia",The highlight of our trip to Ethiopia,Connecticut,"December 22, 2017",2015-11-28,2015,11,28,-73.087749,41.6032207,Watertown,United States
"Lalibela 1000, Ethiopia",Amazing,"London, United Kingdom","December 22, 2017",2015-11-26,2015,11,26,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Churches and guides,"London, United Kingdom","December 22, 2017",2015-11-21,2015,11,21,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Fascinating & beautiful,"Nairobi, Kenya","December 22, 2017",2015-11-17,2015,11,17,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",One of the the most beautiful buildings in the world.,ct,"December 22, 2017",2015-11-14,2015,11,14,-73.087749,41.6032207,Watertown,United States
"Lalibela 1000, Ethiopia",Breathtakingly beautiful.,ct,"December 22, 2017",2015-11-14,2015,11,14,-73.087749,41.6032207,Watertown,United States
"Lalibela 1000, Ethiopia",World Wonder,"Woodstock, Vermont","December 22, 2017",2015-11-13,2015,11,13,-72.51851119999999,43.6242442,Woodstock,United States
"Lalibela 1000, Ethiopia",Simply amazing,"Lalibela, Ethiopia","December 22, 2017",2015-11-12,2015,11,12,39.0476298,12.0308987,Lalibela,Ethiopia
"Lalibela 1000, Ethiopia",Lalibela has an amazing collection of rock carved church at least 800 years old,"West Chicago, Illinois","December 22, 2017",2015-11-08,2015,11,8,-88.2039607,41.8847507,West Chicago,United States
"Lalibela 1000, Ethiopia",Guide made the day amazing,"Vancouver, Canada","December 22, 2017",2015-11-08,2015,11,8,-123.1207375,49.2827291,Vancouver,Canada
"Lalibela 1000, Ethiopia",12th wonder of the world,Boston,"December 22, 2017",2015-11-06,2015,11,6,-71.0588801,42.3600825,Boston,United States
"Lalibela 1000, Ethiopia","AN AMAZING TOUR THROUGH TIME: Guided by Molla Kassaw, Lalibela Ethiopia","Miami, Florida","December 22, 2017",2015-11-05,2015,11,5,-80.1917902,25.7616798,Miami,United States
"Lalibela 1000, Ethiopia",Not worth the money,"Jerusalem, Israel","December 22, 2017",2015-11-04,2015,11,4,35.21371,31.768319,Jerusalem,Israel
"Lalibela 1000, Ethiopia",Way too expensive,"Jerusalem, Israel","December 22, 2017",2015-11-04,2015,11,4,35.21371,31.768319,Jerusalem,Israel
"Lalibela 1000, Ethiopia",A must to see,"England, United Kingdom","December 22, 2017",2015-11-04,2015,11,4,-1.1743197,52.3555177,Kilsby,United Kingdom
"Lalibela 1000, Ethiopia","Bet Giyorgis Church, a wonder","England, United Kingdom","December 22, 2017",2015-11-03,2015,11,3,-1.1743197,52.3555177,Kilsby,United Kingdom
"Lalibela 1000, Ethiopia","No question about it, it's a must see","Henley-on-Thames, United Kingdom","December 22, 2017",2015-11-03,2015,11,3,-0.902894,51.535764,Henley-on-Thames,United Kingdom
"Lalibela 1000, Ethiopia","Interesting sites, expensive","Potters Bar, United Kingdom","December 22, 2017",2015-11-02,2015,11,2,-0.175948,51.696636,Potters Bar,United Kingdom
"Lalibela 1000, Ethiopia",Definitely the best,"Potters Bar, United Kingdom","December 22, 2017",2015-11-02,2015,11,2,-0.175948,51.696636,Potters Bar,United Kingdom
"Lalibela 1000, Ethiopia",Amazing architecture and Setting,"Sequim, Washington","December 22, 2017",2015-11-01,2015,11,1,-123.1018438,48.0795365,Sequim,United States
"Lalibela 1000, Ethiopia",Nothing like it on earth,"London, United Kingdom","December 22, 2017",2015-11-01,2015,11,1,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia","This is a ""must"" visit when you are in Lalibela; it is isolated from other churches and is the most majestic","West Chicago, Illinois","December 22, 2017",2015-10-29,2015,10,29,-88.2039607,41.8847507,West Chicago,United States
"Lalibela 1000, Ethiopia","Must see in Ethiopia, guide highly recommended","Tel Aviv, Israel","December 22, 2017",2015-10-26,2015,10,26,34.78176759999999,32.0852999,Tel Aviv-Yafo,Israel
"Lalibela 1000, Ethiopia",Breath taking UNESCO World Heritage Site,"Hong Kong, China","December 22, 2017",2015-10-18,2015,10,18,114.109497,22.396428,NA,Hong Kong
"Lalibela 1000, Ethiopia",Superb,"Sudbury, ON","December 22, 2017",2015-10-15,2015,10,15,-80.9530353,46.522099,Sudbury,Canada
"Lalibela 1000, Ethiopia",The best church in Lalibela,"Flagstaff, Arizona","December 22, 2017",2015-10-14,2015,10,14,-111.651302,35.1982836,Flagstaff,United States
"Lalibela 1000, Ethiopia",Nice but not a mini Petra,"Flagstaff, Arizona","December 22, 2017",2015-10-14,2015,10,14,-111.651302,35.1982836,Flagstaff,United States
"Lalibela 1000, Ethiopia",Beautiful,"Berlin, Germany","December 22, 2017",2015-10-14,2015,10,14,13.404954,52.52000659999999,Berlin,Germany
"Lalibela 1000, Ethiopia",A rip off,Voorburg,"December 22, 2017",2015-10-12,2015,10,12,4.3625406,52.0761581,Voorburg,Netherlands
"Lalibela 1000, Ethiopia","Step back in time, amazing architecture!","Manchester, United Kingdom","December 22, 2017",2015-10-11,2015,10,11,-2.2426305,53.4807593,Manchester,United Kingdom
"Lalibela 1000, Ethiopia",Seeing is believing,Ethiopia,"December 22, 2017",2015-10-08,2015,10,8,40.489673,9.145000000000001,NA,Ethiopia
"Lalibela 1000, Ethiopia",Wow,"Westwood, New Jersey","December 22, 2017",2015-10-07,2015,10,7,-74.0326395,40.9912087,Westwood,United States
"Lalibela 1000, Ethiopia",Amazing,"Westwood, New Jersey","December 22, 2017",2015-10-07,2015,10,7,-74.0326395,40.9912087,Westwood,United States
"Lalibela 1000, Ethiopia",must to go,Israel,"December 22, 2017",2015-10-06,2015,10,6,34.851612,31.046051,NA,Israel
"Lalibela 1000, Ethiopia",Chiseled excellence and mastery,"Durham, North Carolina","December 22, 2017",2015-10-04,2015,10,4,-78.898619,35.9940329,Durham,United States
"Lalibela 1000, Ethiopia",Spectacular isn't enough to describe this place!,"Durham, North Carolina","December 22, 2017",2015-10-04,2015,10,4,-78.898619,35.9940329,Durham,United States
"Lalibela 1000, Ethiopia",Much more than just old churches,"Frankfurt, Germany","December 22, 2017",2015-10-02,2015,10,2,8.6821267,50.1109221,Frankfurt am Main,Germany
"Lalibela 1000, Ethiopia",WOW,nottm,"December 22, 2017",2015-09-30,2015,9,30,-1.1581086,52.95478319999999,Nottingham,United Kingdom
"Lalibela 1000, Ethiopia","Church in Lalibela, Ethiopia","Los Angeles, California","December 22, 2017",2015-09-29,2015,9,29,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia","If you only see one church in Lalibela, let this one be it!","London, United Kingdom","December 22, 2017",2015-09-27,2015,9,27,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",worth seeing,london,"December 22, 2017",2015-09-24,2015,9,24,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Amazing and unforgettable,"Zaragoza, Spain","December 22, 2017",2015-09-24,2015,9,24,-0.8890853,41.6488226,Zaragoza,Spain
"Lalibela 1000, Ethiopia",My fovourity church in Lalibela,Singapore,"December 22, 2017",2015-09-21,2015,9,21,103.819836,1.352083,Singapore,Singapore
"Lalibela 1000, Ethiopia",Watch out for rip off,dublin,"December 22, 2017",2015-09-19,2015,9,19,-6.2603097,53.3498053,Dublin,Ireland
"Lalibela 1000, Ethiopia",amazing,"High Level, Canada","December 22, 2017",2015-09-17,2015,9,17,-117.1351599,58.516354,High Level,Canada
"Lalibela 1000, Ethiopia",Astonishing and Thought Provoking....,"New York City, New York","December 22, 2017",2015-09-13,2015,9,13,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",Awe inspiring underground churches,"Vancouver, Canada","December 22, 2017",2015-09-11,2015,9,11,-123.1207375,49.2827291,Vancouver,Canada
"Lalibela 1000, Ethiopia","The 8 wonder of the world ,Stone talk a lot.","Washington DC, District of Columbia","December 22, 2017",2015-09-11,2015,9,11,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",Among the Believers...,San Francisco,"December 22, 2017",2015-09-11,2015,9,11,-122.4194155,37.7749295,San Francisco,United States
"Lalibela 1000, Ethiopia",Great Experience - Great Guide!,"Washington DC, District of Columbia","December 22, 2017",2015-09-07,2015,9,7,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",Astonishing architecture and gorgeous nature that will take your breath away @ Lalibela,"Miami, Florida","December 22, 2017",2015-09-01,2015,9,1,-80.1917902,25.7616798,Miami,United States
"Lalibela 1000, Ethiopia",Brilliant,Nottingham,"December 22, 2017",2015-08-30,2015,8,30,-1.1581086,52.95478319999999,Nottingham,United Kingdom
"Lalibela 1000, Ethiopia",World's top destination,"Coimbra, Portugal","December 22, 2017",2015-08-27,2015,8,27,-8.4102573,40.2033145,Coimbra,Portugal
"Lalibela 1000, Ethiopia",Highlight of 4 city tour of northern Ethiopia with guide Temesgen Bitewlign,"Los Angeles, California","December 22, 2017",2015-08-26,2015,8,26,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia",Breathtaking views,"Tokyo, Japan","December 22, 2017",2015-08-25,2015,8,25,139.6917064,35.6894875,Shinjuku-ku,Japan
"Lalibela 1000, Ethiopia",Most beautiful exterior of all the churches,Cape Town,"December 22, 2017",2015-08-24,2015,8,24,18.4240553,-33.9248685,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Amazing sites well preserved,Cape Town,"December 22, 2017",2015-08-24,2015,8,24,18.4240553,-33.9248685,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Wonderful.,"Nairobi, Kenya","December 22, 2017",2015-08-23,2015,8,23,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",One of the countries best destinations,"Hamburg, Germany","December 22, 2017",2015-08-22,2015,8,22,9.9936819,53.5510846,Hamburg,Germany
"Lalibela 1000, Ethiopia",Impressive but expensive,"Comrat, Moldova","December 22, 2017",2015-08-21,2015,8,21,28.6533425,46.306943,Comrat,Moldova
"Lalibela 1000, Ethiopia",The Price of History,"Ennis, Ireland","December 22, 2017",2015-08-19,2015,8,19,-8.988738399999999,52.8474255,Ennis,Ireland
"Lalibela 1000, Ethiopia",The Price of History,"Ennis, Ireland","December 22, 2017",2015-08-19,2015,8,19,-8.988738399999999,52.8474255,Ennis,Ireland
"Lalibela 1000, Ethiopia",A Wonder,"London, United Kingdom","December 22, 2017",2015-08-17,2015,8,17,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Extraordinary sites...incredible human feats!!,"London, United Kingdom","December 22, 2017",2015-08-15,2015,8,15,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Simply amazing,"Dusseldorf, Germany","December 22, 2017",2015-08-12,2015,8,12,6.7734556,51.2277411,Düsseldorf,Germany
"Lalibela 1000, Ethiopia",Nice for a few days,"Copenhagen, Denmark","December 22, 2017",2015-08-12,2015,8,12,12.5683372,55.6760968,København,Denmark
"Lalibela 1000, Ethiopia",UNESCO site,"Abu Dhabi, United Arab Emirates","December 22, 2017",2015-08-11,2015,8,11,54.3773438,24.453884,Abu Dhabi,United Arab Emirates
"Lalibela 1000, Ethiopia",A place to see,"Elancourt, France","December 22, 2017",2015-08-09,2015,8,9,1.960077,48.78290699999999,Élancourt,France
"Lalibela 1000, Ethiopia",Amazing,"Seoul, South Korea","December 22, 2017",2015-08-05,2015,8,5,126.9779692,37.566535,Seoul,South Korea
"Lalibela 1000, Ethiopia",Unique!,"Niteroi, RJ","December 22, 2017",2015-08-01,2015,8,1,-43.1152211,-22.8858975,Niterói,Brazil
"Lalibela 1000, Ethiopia",It's what you come here for,"Austin, TX","December 22, 2017",2015-07-31,2015,7,31,-97.7430608,30.267153,Austin,United States
"Lalibela 1000, Ethiopia",Simply magnificent,"Milwaukee, Wisconsin","December 22, 2017",2015-07-29,2015,7,29,-87.9064736,43.0389025,Milwaukee,United States
"Lalibela 1000, Ethiopia",Must visit,"Milwaukee, Wisconsin","December 22, 2017",2015-07-29,2015,7,29,-87.9064736,43.0389025,Milwaukee,United States
"Lalibela 1000, Ethiopia",Do not miss,"Oxford, United Kingdom","December 22, 2017",2015-07-25,2015,7,25,-1.2577263,51.7520209,Oxford,United Kingdom
"Lalibela 1000, Ethiopia",the highlight of any visit to Ethiopia,"Arlington, Virginia","December 22, 2017",2015-07-25,2015,7,25,-77.09098089999999,38.8816208,Arlington,United States
"Lalibela 1000, Ethiopia",Special place,"Stockholm, Sweden","December 22, 2017",2015-07-23,2015,7,23,18.0685808,59.32932349999999,Stockholm,Sweden
